timestamp,cpu_percent,memory
1733490712,12.5,21M
1733490715,9.8,21M
1733490717,9.4,21M
1733490720,10.0,21M
1733490722,9.8,21M
1733490724,9.9,21M
1733490727,9.5,21M
1733490729,9.4,21M
1733490732,10.3,21M
1733490734,9.9,21M
1733490737,9.9,21M
1733490739,9.4,21M
1733490741,10.0,21M+
1733490744,9.2,21M
1733490746,9.5,21M
1733490749,9.5,21M
1733490751,9.3,21M
1733490754,9.5,21M
1733490756,9.5,21M
1733490758,9.0,21M
1733490761,9.9,21M
1733490763,10.4,21M
1733490766,9.3,21M
1733490768,10.2,21M
1733490770,9.8,21M
1733490773,9.9,21M
1733490775,10.0,21M
1733490778,10.3,21M
1733490780,9.7,21M
1733490782,10.1,21M
1733490785,9.3,21M
1733490787,9.8,21M
1733490790,9.2,21M
1733490792,9.3,21M
1733490795,9.5,21M
1733490797,9.9,21M-
1733490799,9.3,21M
1733490802,9.9,21M
1733490804,9.8,21M
1733490807,9.4,21M+
1733490809,9.5,21M-
1733490812,9.4,21M-
1733490814,9.4,21M
1733490817,9.7,21M
1733490819,9.6,21M
1733490821,10.3,21M
1733490824,11.1,21M
1733490826,4.9,21M
1733490829,4.6,21M
1733490831,4.8,21M
1733490833,5.2,21M
1733490836,4.7,21M
1733490838,4.7,21M
1733490840,5.5,21M-
1733490843,0.0,21M
1733490845,0.0,21M
1733490848,0.0,21M
1733490850,0.0,21M
1733490852,0.0,21M
1733490855,0.0,21M
1733490857,0.0,21M
1733490859,0.1,21M
1733490862,0.0,21M
1733490864,0.0,21M
1733490867,0.0,21M
1733490869,0.0,21M
1733490871,0.1,21M
1733490874,0.0,21M
1733490876,0.0,21M
1733490878,0.0,21M
1733490881,0.0,21M
1733490883,0.0,21M
1733490886,0.1,21M
1733490888,0.1,21M
1733490890,0.0,21M
1733490893,0.0,21M
1733490895,0.0,21M
1733490897,0.0,21M
1733490900,0.0,21M
1733490902,0.0,21M
1733490904,0.0,21M
1733490907,0.0,21M
1733490909,0.0,21M
1733490912,0.0,21M
1733490914,0.0,21M
1733490916,0.0,21M
1733490919,0.0,21M
1733490921,0.0,21M
1733490923,0.0,21M
1733490926,0.1,21M
1733490928,0.0,21M
1733490931,0.0,21M
1733490933,0.0,21M
1733490935,0.0,21M
1733490938,0.0,21M
1733490940,0.0,21M
1733490943,0.0,21M
1733490945,0.0,21M
1733490947,0.0,21M
1733490950,0.0,21M
1733490952,0.0,21M
1733490954,0.0,21M
1733490957,0.0,21M
1733490959,0.0,21M
1733490961,0.0,21M
1733490964,0.0,21M
1733490966,0.0,21M
1733490969,0.0,21M
1733490971,0.0,21M
1733490973,0.0,21M
1733490976,0.0,21M
1733490978,0.0,21M
1733490980,0.0,21M
1733490983,0.0,21M
1733490985,0.0,21M
1733490988,0.0,21M
1733490990,0.0,21M
1733490992,0.0,21M
1733490995,0.0,21M
1733490997,0.0,21M
1733491000,0.0,21M
1733491002,0.0,21M
1733491004,0.0,21M
