timestamp,cpu_percent,memory
1733480128,5.0,12M
1733480130,5.5,12M
1733480132,5.3,12M
1733480134,5.0,12M
1733480137,5.4,12M+
1733480139,5.2,12M
1733480141,5.1,12M
1733480144,5.4,12M
1733480146,5.2,12M
1733480148,5.4,12M
1733480151,5.2,12M
1733480153,5.7,12M
1733480155,5.3,12M
1733480157,5.0,12M
1733480160,5.2,12M
1733480162,5.4,12M
1733480164,5.1,12M
1733480167,5.3,12M
1733480169,5.5,12M
1733480171,4.9,12M
1733480174,5.3,12M
1733480176,5.2,12M
1733480178,5.0,12M
1733480181,4.7,12M
1733480183,6.4,12M
1733480185,5.2,12M
1733480187,5.3,12M
1733480190,5.4,12M
1733480192,5.5,12M
1733480194,5.2,12M
1733480197,5.2,12M
1733480199,5.5,12M
1733480201,6.6,12M
1733480204,5.4,12M
1733480206,5.1,12M
1733480208,5.3,12M
1733480210,5.3,12M
1733480213,5.3,12M
1733480215,5.1,12M
1733480217,5.2,12M
1733480220,5.3,12M
1733480222,5.1,12M
1733480224,5.2,12M
1733480227,5.4,12M
1733480229,4.8,12M
1733480231,5.1,12M
1733480233,5.6,12M
1733480236,5.3,12M
1733480238,5.6,12M
1733480240,5.1,12M+
1733480243,5.0,12M
1733480245,5.1,12M
1733480247,5.4,12M-
1733480250,5.5,12M
1733480252,5.3,12M
1733480254,5.7,12M
1733480257,5.7,12M
1733480259,5.7,12M
1733480261,5.0,12M
1733480263,5.3,12M
1733480266,5.1,12M
1733480268,5.5,12M
1733480270,5.1,12M
1733480273,5.3,12M
1733480275,5.5,12M
1733480277,5.2,12M+
1733480280,5.5,12M
1733480282,5.2,12M
1733480284,6.3,12M
1733480287,5.7,12M
1733480289,5.6,12M
1733480291,6.1,12M
1733480294,6.5,12M
1733480296,6.5,12M
1733480298,5.1,12M
1733480300,7.6,12M
1733480303,6.1,12M
1733480305,6.3,12M
1733480307,0.2,12M
1733480310,0.0,12M
1733480312,0.0,12M
1733480314,0.0,12M
1733480317,0.0,12M
1733480319,0.0,12M
1733480321,0.0,12M
1733480324,0.0,12M
1733480326,0.0,12M
1733480328,0.0,12M
1733480331,0.0,12M
1733480333,0.0,12M
1733480336,0.0,12M
1733480338,0.0,12M
1733480340,0.0,12M
1733480343,0.0,12M
1733480345,0.0,12M
1733480347,0.0,12M
1733480350,0.0,12M
1733480352,0.0,12M
1733480354,0.0,12M
1733480357,0.0,12M
